,Name,Rating,Position,Version,Price,Skills,Weak_Foot,Attack\Defense,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing
1937,Emre Can,79,CM,Normal,2.1K,3,4,H \ H,71,67,76,77,78,84,"184cm | 6'0""",11,453,2152,73,71,78,CM,73,78,60
1938,Óliver Torres,79,CM,Normal,750,4,4,M \ M,71,68,78,84,58,52,"175cm | 5'9""",5,411,2017,85,81,43,CM,67,81,70
1939,Alessio Romagnoli,79,CB,Normal,800,2,3,M \ H,66,34,52,64,81,76,"185cm | 6'1""",4,373,1705,58,53,82,CB,68,40,20
1940,João Cancelo,79,RB,Normal,1.6K,3,3,H \ M,92,65,75,79,73,71,"182cm | 6'0""",20,455,2127,78,74,74,RB,91,66,59
1941,Nicolás Tagliafico,79,LB,Normal,3.6K,3,2,H \ M,88,55,66,76,78,72,"172cm | 5'8""",5,435,2016,83,82,79,LB,85,68,57
1942,Sofiane Boufal,79,LW,Normal,1.4K,5,4,H \ L,82,71,72,85,36,43,"170cm | 5'7""",6,389,1851,90,85,44,LW,81,73,72
1943,Gayà,79,LB,Normal,1K,2,3,H \ M,86,58,75,77,75,68,"172cm | 5'8""",10,439,2079,80,82,77,LB,89,70,56
1944,Max Meyer,79,CAM,Normal,1.9K,4,4,H \ M,72,62,77,84,35,53,"173cm | 5'8""",-5,383,1873,91,90,32,CAM,67,81,68
1945,Leander Dendoncker,79,CDM,Normal,1.1K,2,4,H \ H,68,71,76,69,77,83,"189cm | 6'2""",2,444,2126,59,62,71,CDM,70,76,66
1946,Anderson Talisca,79,CAM,Normal,5.5K,3,4,H \ M,75,81,78,76,59,71,"191cm | 6'3""",7,440,2109,73,60,50,CAM,76,75,79
1947,Wylan Cyprien,79,CM,Normal,900,3,3,H \ M,79,75,77,80,73,81,"180cm | 5'11""",24,465,2187,81,75,69,CM,79,76,74
1948,Kingsley Coman,79,RM,Normal,1.9K,4,3,M \ L,92,75,72,82,19,58,"178cm | 5'10""",19,398,1907,87,84,11,RM,92,69,75
1949,Ángel Correa,79,ST,Normal,800,4,4,M \ L,82,80,65,85,49,57,"173cm | 5'8""",9,418,1980,87,83,46,ST,79,69,82
1950,Emiliano Rigoni,79,RM,Normal,700,4,5,M \ L,86,73,76,78,43,61,"178cm | 5'10""",4,417,1965,78,68,46,RM,82,77,75
1951,Nikola Maksimović,79,CB,Normal,700,2,3,M \ H,65,28,47,55,82,78,"193cm | 6'4""",-1,355,1612,51,58,81,CB,68,31,22
1952,Davide Zappacosta,79,RB,Normal,800,2,3,H \ H,82,66,70,75,75,76,"182cm | 6'0""",14,444,2106,75,77,75,RB,85,64,60
1953,Malcom,79,RW,Normal,1.7K,4,4,M \ M,83,73,74,82,20,63,"171cm | 5'7""",3,395,1889,93,84,16,RW,80,77,73
1954,Marcos Acuña,79,LM,Normal,700,4,3,M \ H,84,72,78,80,57,76,"172cm | 5'8""",8,447,2123,84,84,53,LM,84,78,67
1955,Soares,79,ST,Normal,750,3,3,H \ H,85,76,59,76,43,85,"187cm | 6'2""",14,424,1984,74,77,33,ST,87,58,80
1956,Miguel Almirón,79,CAM,Normal,700,4,2,H \ M,89,73,74,79,56,59,"175cm | 5'9""",5,430,2019,87,74,45,CAM,88,78,73
1957,Marcus Rashford,79,ST,Normal,3.6K,4,4,H \ L,92,76,70,81,34,74,"185cm | 6'1""",154,427,2012,90,78,22,ST,92,71,79
1958,William Vainqueur,79,CDM,Normal,7.1K,2,3,M \ M,70,57,69,72,75,82,"179cm | 5'10""",0,425,1983,65,73,74,CDM,68,66,50
1959,Nordin Amrabat,79,RM,Normal,900,4,2,H \ M,81,75,76,81,57,72,"181cm | 5'11""",-2,442,2088,88,76,47,RM,80,78,74
1960,Sandro Wagner,79,ST,Normal,700,2,4,M \ M,60,80,50,67,30,83,"194cm | 6'4""",3,370,1754,53,50,15,ST,65,47,83
1961,Luciano Vietto,79,ST,Normal,1.3K,4,3,H \ L,75,78,72,84,36,62,"173cm | 5'8""",0,407,1994,78,88,23,ST,75,73,82
1962,Nicolás Tagliafico,79,LB,Normal,900,3,2,H \ M,88,55,66,76,78,72,"172cm | 5'8""",5,435,2016,83,82,79,LB,85,68,57
1963,Hernán Pérez,79,RM,Normal,2.6K,3,4,H \ M,82,74,73,80,29,72,"180cm | 5'11""",1,410,1931,76,68,21,RM,81,72,70
1964,Paul-Georges Ntep,79,LM,Normal,800,4,4,H \ M,89,74,73,82,26,72,"180cm | 5'11""",0,416,1933,85,75,22,LM,90,71,72
1965,Artem Dzyuba,79,ST,Normal,700,3,3,H \ M,71,75,67,69,29,85,"196cm | 6'5""",2,396,1849,50,32,25,ST,73,76,77
1966,Eliaquim Mangala,79,CB,Normal,900,2,4,M \ H,70,42,55,52,79,85,"187cm | 6'2""",0,383,1824,65,61,78,CB,73,47,27
1967,Michael Krohn-Dehli,79,LM,Normal,700,3,4,M \ M,67,75,82,77,64,66,"170cm | 5'7""",2,431,2097,76,78,54,LM,66,86,76
1968,Nikola Maksimovic,79,CB,Normal,700,2,3,M \ H,65,28,47,55,82,78,"193cm | 6'4""",0,355,1612,51,58,81,CB,68,31,22
1969,Jordan Pickford,79,GK,Normal,750,1,3,M \ M,79,77,86,83,46,74,"185cm | 6'1""",15,445,958,33,46,14,GK,39,66,19
1970,Joaquín,79,RM,Normal,750,3,3,H \ M,68,74,81,82,38,56,"179cm | 5'10""",3,399,1935,71,75,29,RM,65,81,74
1971,Thomas Partey,79,CDM,Normal,750,2,3,H \ H,77,66,72,76,76,83,"185cm | 6'1""",4,450,2074,77,58,67,CDM,79,73,59
1972,Gonçalo Guedes,79,LM,Normal,8.3K,3,3,H \ M,86,77,73,81,37,67,"179cm | 5'10""",1,421,1941,81,69,25,LM,80,71,74
1973,Hirving Lozano,79,LW,Normal,750,4,4,H \ M,93,75,72,81,34,61,"175cm | 5'9""",19,416,1967,92,76,25,LW,93,73,75
1974,Jefferson Farfán,79,RM,Normal,700,3,3,M \ L,84,78,79,78,34,76,"178cm | 5'10""",3,429,2040,75,66,17,RM,84,80,76
1975,Fernando,79,CDM,Normal,700,2,2,M \ H,64,61,70,72,80,82,"183cm | 6'0""",2,429,2034,75,60,77,CDM,64,65,54
1976,Moussa Marega,79,ST,Normal,700,2,3,H \ M,88,79,59,63,36,88,"186cm | 6'1""",4,413,1883,70,42,32,ST,90,64,80
1977,Giuseppe Rossi,79,ST,Normal,1.3K,3,3,H \ L,82,81,73,84,23,49,"173cm | 5'8""",3,392,1920,84,86,14,ST,82,76,84
1978,Christian Noboa,79,CM,Normal,700,2,3,H \ H,73,71,76,77,76,76,"183cm | 6'0""",0,449,2179,77,66,77,CM,73,75,65
1979,Domagoj Vida,79,CB,Normal,700,2,3,M \ H,76,40,59,59,80,78,"184cm | 6'0""",9,392,1805,64,63,80,CB,80,50,41
1980,Emre Can,79,CM,Normal,1.2K,3,4,H \ H,71,67,76,77,78,84,"184cm | 6'0""",0,453,2152,73,71,78,CM,73,78,60
1981,João Cancelo,79,RB,Normal,1.5K,3,3,H \ M,92,65,75,79,73,71,"182cm | 6'0""",9,455,2127,78,74,74,RB,91,66,59
1982,Kurt Zouma,79,CB,Normal,1.3K,2,3,M \ M,67,50,58,56,79,83,"190cm | 6'3""",2,393,1873,45,52,78,CB,71,57,47
1983,Serge Gnabry,79,LM,Normal,800,4,3,H \ M,90,76,71,82,43,67,"175cm | 5'9""",1,429,1995,79,88,41,LM,88,68,74
1984,Gonçalo Guedes,79,LM,Normal,900,3,3,H \ M,86,77,73,81,37,67,"179cm | 5'10""",4,421,1941,81,69,25,LM,80,71,74
1985,Nordin Amrabat,79,LM,Normal,1.2K,4,2,H \ M,81,75,76,81,57,72,"181cm | 5'11""",6,442,2088,88,76,47,LM,80,78,74
1986,Salif Sané,79,CB,Normal,900,3,3,M \ H,65,48,62,66,78,81,"196cm | 6'5""",4,400,1827,60,37,72,CB,68,61,36
1987,Zlatko Junuzović,79,CM,Normal,700,3,4,H \ H,78,74,80,81,67,74,"172cm | 5'8""",2,454,2216,86,91,68,CM,78,75,68
1988,Alassane Pléa,79,ST,Normal,1.5K,3,3,H \ M,81,80,75,76,41,75,"181cm | 5'11""",4,428,2033,77,78,40,ST,82,76,80
1989,Sofiane Boufal,79,LW,Normal,1K,5,4,H \ L,82,71,72,85,36,43,"170cm | 5'7""",0,389,1851,90,85,44,LW,81,73,72
1990,Yoann Gourcuff,79,CAM,Normal,950,4,4,M \ M,65,71,80,81,54,72,"185cm | 6'1""",2,423,2069,77,68,48,CAM,66,83,66
1991,Nordin Amrabat,79,LM,Normal,750,4,2,H \ M,81,75,76,81,57,72,"181cm | 5'11""",4,442,-,,,,LM,,,
1992,Lucas Digne,79,LB,Normal,1K,3,3,H \ M,80,61,75,75,75,75,"178cm | 5'10""",3,441,2077,71,80,74,LB,81,72,52
1993,Max Meyer,79,CM,Normal,2.9K,4,4,H \ M,72,62,77,84,35,53,"173cm | 5'8""",1,383,1873,91,90,32,CM,67,81,68
1994,Bernard,79,LM,Normal,1.2K,4,4,H \ M,88,70,75,83,40,44,"164cm | 5'5""",3,400,1937,92,96,39,LM,84,77,71
1995,Kurt Zouma,79,CB,Normal,750,2,3,M \ M,67,50,58,56,79,83,"190cm | 6'3""",0,393,1873,45,52,78,CB,71,57,47
1996,Denis Cheryshev,79,LM,Normal,3.5K,3,3,H \ L,80,74,75,79,56,70,"179cm | 5'10""",2,434,2051,76,74,52,LM,82,79,74
1997,Leander Dendoncker,79,CB,Normal,1.5K,2,4,H \ H,68,71,76,69,77,83,"189cm | 6'2""",9,444,2126,59,62,71,CB,70,76,66
1998,Luciano Vietto,79,ST,Normal,700,4,3,H \ L,75,78,72,84,36,62,"173cm | 5'8""",6,407,1994,78,88,23,ST,75,73,82
1999,Eliseu,78,LB,Normal,6.5K,3,3,M \ M,76,72,70,74,76,80,"176cm | 5'9""",4,448,2146,75,75,74,LB,77,59,59
2000,Joaquín,78,RM,Normal,850,3,3,H \ M,68,74,81,82,38,51,"179cm | 5'10""",0,394,1919,71,75,29,RM,65,81,74
2001,Burak Yılmaz,78,ST,Normal,700,3,3,H \ L,82,81,65,67,31,76,"188cm | 6'2""",4,402,1915,72,48,20,ST,81,62,82
2002,Bruno Alves,78,CB,Normal,1.6K,2,3,M \ M,56,69,68,69,75,85,"189cm | 6'2""",1,422,2084,68,63,78,CB,52,58,62
2003,Blerim Džemaili,78,CM,Normal,2.2K,3,4,H \ M,66,75,76,76,67,75,"179cm | 5'10""",0,435,2115,67,67,64,CM,65,77,69
2004,Pablo Batalla,78,CAM,Normal,700,4,4,M \ L,72,71,82,76,42,70,"170cm | 5'7""",-1,413,2039,78,86,31,CAM,70,86,70
2005,Jefferson Farfán,78,RM,Normal,1K,3,3,M \ L,83,76,77,77,34,75,"178cm | 5'10""",2,422,2016,75,66,17,RM,83,78,75
2006,Fabio Quagliarella,78,ST,Normal,750,2,4,M \ M,71,83,71,77,24,68,"180cm | 5'11""",4,394,1928,71,75,15,ST,68,71,80
2007,Riccardo Montolivo,78,CDM,Normal,700,3,4,M \ H,56,68,82,78,69,68,"181cm | 5'11""",2,421,2085,67,75,64,CDM,62,84,54
2008,Adriano,78,LB,Normal,800,3,5,H \ H,75,71,77,81,75,72,"172cm | 5'8""",5,451,2173,77,76,74,LB,74,69,59
2009,Ignazio Abate,78,RB,Normal,750,3,2,H \ M,85,52,71,77,74,75,"180cm | 5'11""",11,434,2045,75,75,72,RB,88,64,38
2010,Eljero Elia,78,LW,Normal,750,4,3,M \ M,90,71,69,84,31,67,"179cm | 5'10""",6,412,1925,87,81,22,LW,89,67,67
2011,Fraser Forster,78,GK,Normal,700,1,5,M \ M,74,80,69,83,32,78,"201cm | 6'7""",5,416,835,32,42,13,GK,35,44,13
2012,Miguel Veloso,78,CDM,Normal,1.8K,2,3,M \ M,61,70,82,76,71,72,"180cm | 5'11""",0,432,2133,69,75,70,CDM,55,80,61
2013,Granero,78,CM,Normal,700,3,4,M \ M,57,72,82,77,65,63,"180cm | 5'11""",5,416,2031,69,67,54,CM,55,82,69
2014,Miguel Layún,78,LB,Normal,4.2K,3,5,H \ H,78,72,75,76,74,71,"179cm | 5'10""",4,446,2147,74,78,72,LB,78,71,67
2015,Sung Yueng Ki,78,CM,Normal,4.5K,3,4,M \ H,65,74,81,75,62,70,"186cm | 6'1""",3,427,2068,70,59,55,CM,68,81,72
2016,Jose Holebas,78,LB,Normal,750,3,2,M \ M,80,67,70,74,76,82,"185cm | 6'1""",4,449,2118,74,75,78,LB,81,54,57
2017,Andy Carroll,78,ST,Normal,700,2,3,M \ H,62,78,61,69,49,85,"193cm | 6'4""",5,404,1935,62,49,42,ST,64,65,77
2018,Troy Deeney,78,ST,Normal,700,3,3,H \ M,65,81,65,70,35,85,"183cm | 6'0""",1,401,1932,65,73,33,ST,65,73,80
2019,Raúl Bobadilla,78,ST,Normal,2K,3,3,H \ M,73,77,70,78,37,86,"181cm | 5'11""",2,421,2019,66,77,21,ST,76,64,77
2020,Fin Bartels,78,CF,Normal,700,4,3,H \ M,86,73,73,81,40,61,"176cm | 5'9""",20,414,1967,87,87,38,CF,87,75,76
2021,Keisuke Honda,78,RW,Normal,2.3K,4,3,M \ H,76,71,81,82,48,66,"182cm | 6'0""",2,424,2092,75,77,44,RW,76,81,60
2022,Kwadwo Asamoah,78,LB,Normal,2.2K,4,3,H \ H,77,68,77,82,75,74,"173cm | 5'8""",0,453,2197,85,85,72,LB,76,76,55
2023,Lautaro Acosta,78,LW,Normal,700,4,3,H \ L,93,72,70,80,33,55,"169cm | 5'7""",2,403,1930,88,90,26,LW,94,78,71
2024,Yannick Bolasie,78,RM,Normal,950,5,4,H \ H,87,68,68,83,31,78,"188cm | 6'2""",11,415,1891,82,76,27,RM,87,65,64
2025,Souza,78,CDM,Normal,700,2,4,M \ M,70,68,71,72,77,82,"188cm | 6'2""",5,440,2068,69,67,75,CDM,71,65,65
2026,Victor Sánchez,78,RB,Normal,700,3,3,M \ M,64,62,79,72,79,68,"174cm | 5'9""",0,424,2095,73,77,80,RB,66,79,57
2027,Julian Baumgartlinger,78,CDM,Normal,700,2,3,M \ H,71,48,68,69,76,83,"183cm | 6'0""",4,415,1962,65,64,75,CDM,73,64,39
2028,Alexandr Kokorin,78,ST,Normal,750,3,3,H \ M,84,75,71,79,44,70,"181cm | 5'11""",0,423,2019,82,72,43,ST,83,71,77
2029,Marvin Plattenhardt,78,LB,Normal,1.5K,3,3,M \ M,77,55,77,75,74,71,"181cm | 5'11""",4,429,2072,68,74,77,LB,77,65,43
2030,Wahbi Khazri,78,LM,Normal,1.5K,3,4,H \ M,76,78,76,78,43,68,"182cm | 6'0""",4,419,1999,80,67,26,LM,77,77,77
2031,Borja Bastón,78,ST,Normal,1.1K,2,4,M \ L,62,78,59,71,28,74,"191cm | 6'3""",3,372,1762,62,39,14,ST,66,65,78
2032,Rodrigo,78,ST,Normal,1.3K,4,3,H \ M,91,75,70,78,32,68,"181cm | 5'11""",12,414,1961,81,68,26,ST,92,66,74
2033,Kara Mbodj,78,CB,Normal,900,2,3,M \ M,74,56,52,63,76,88,"192cm | 6'4""",7,409,1875,51,42,73,CB,78,41,45
2034,Vincent Aboubakar,78,ST,Normal,1.2K,5,3,H \ M,80,75,69,78,27,80,"184cm | 6'0""",6,409,1945,75,63,12,ST,83,72,74
2035,Danilo,78,RB,Normal,1.1K,3,4,H \ M,78,70,71,74,76,79,"184cm | 6'0""",7,448,2139,73,65,72,RB,80,63,61
2036,Nacer Chadli,78,RM,Normal,1.1K,3,4,M \ M,76,77,75,78,45,76,"187cm | 6'2""",8,427,2027,65,54,37,RM,78,76,76
2037,Aïssa Mandi,78,CB,Normal,700,2,3,H \ M,68,46,73,69,78,72,"184cm | 6'0""",3,406,1948,78,64,75,CB,69,68,41
2038,Mohamed Elyounoussi,78,LM,Normal,950,5,4,H \ M,85,71,76,79,39,65,"178cm | 5'10""",7,415,1990,86,83,39,LM,82,73,69
2039,Joãozinho,78,LM,Normal,800,4,2,H \ M,90,74,75,78,56,51,"166cm | 5'5""",2,424,2087,93,92,59,LM,90,76,74
2040,M'Baye Niang,78,LW,Normal,2.3K,4,4,H \ M,89,75,69,81,26,67,"184cm | 6'0""",9,407,1907,83,65,16,LW,92,75,70
2041,Marcel Sabitzer,78,CAM,Normal,1K,3,4,H \ M,83,78,71,78,32,76,"177cm | 5'10""",9,418,1978,79,83,23,CAM,79,73,77
2042,Takashi Inui,78,LM,Normal,2K,3,3,M \ M,83,69,73,86,37,58,"169cm | 5'7""",2,406,1925,94,93,30,LM,79,74,68
2043,James Ward-Prowse,78,CM,Normal,700,3,3,M \ M,66,66,84,75,61,67,"173cm | 5'8""",2,419,2071,74,79,55,CM,65,82,61
2044,Mitchell Weiser,78,RB,Normal,1.5K,4,4,H \ M,84,62,75,83,72,70,"176cm | 5'9""",17,446,2090,85,78,68,RB,84,79,63
2045,Guido Pizarro,78,CDM,Normal,1.1K,2,3,M \ H,60,62,71,70,74,84,"186cm | 6'1""",1,421,2006,61,54,72,CDM,56,71,59
2046,Andreas Samaris,78,CDM,Normal,700,3,3,M \ H,60,65,69,70,78,84,"189cm | 6'2""",-1,426,2028,60,58,75,CDM,60,64,58
2047,Bruno Peres,78,RM,Normal,5.4K,3,3,H \ L,91,67,71,80,73,75,"178cm | 5'10""",10,457,2156,83,83,73,RM,92,63,53
2048,Hernâni,78,RM,Normal,700,4,3,M \ L,91,69,70,80,22,59,"178cm | 5'10""",4,391,1854,86,69,14,RM,91,64,68
2049,Niklas Stark,78,CB,Normal,800,2,3,M \ M,77,54,66,67,78,77,"190cm | 6'3""",11,419,1903,61,63,78,CB,78,72,50
2050,Divock Origi,78,ST,Normal,1.1K,4,3,H \ M,83,76,68,75,31,77,"185cm | 6'1""",16,410,1881,75,61,30,ST,84,71,79
2051,Alan Ruiz,78,CF,Normal,2.3K,4,2,M \ L,62,81,80,83,34,68,"183cm | 6'0""",2,408,1979,72,72,29,CF,63,83,77
2052,Duván Zapata,78,ST,Normal,700,2,4,M \ M,73,77,52,72,27,78,"186cm | 6'1""",2,379,1774,64,58,20,ST,76,47,81
2053,Capa,78,RB,Normal,5.9K,4,4,H \ H,86,63,69,76,72,84,"173cm | 5'8""",8,450,2091,76,86,69,RB,87,72,56
2054,Rafa,78,LM,Normal,700,4,4,H \ M,92,66,71,82,35,45,"171cm | 5'7""",6,391,1872,91,85,23,LM,92,75,65
2055,José Izquierdo,78,LW,Normal,900,4,3,H \ M,93,73,67,81,27,62,"171cm | 5'7""",24,403,1860,90,83,18,LW,93,72,71
2056,Cheikh N'Doye,78,CM,Normal,700,2,2,H \ H,57,71,73,66,80,90,"192cm | 6'4""",2,437,2038,48,41,82,CM,60,74,72
2057,Rodrigo Battaglia,78,CM,Normal,700,2,4,M \ M,66,71,70,75,77,84,"187cm | 6'2""",2,443,2111,67,67,73,CM,67,70,65
2058,Clément Lenglet,78,CB,Normal,4K,2,4,M \ H,73,33,52,56,78,75,"186cm | 6'1""",10,367,1663,50,53,78,CB,73,32,23
2059,Hirving Lozano,78,LW,Normal,1.2K,4,4,H \ M,93,72,71,81,34,61,"175cm | 5'9""",16,412,1948,92,76,25,LW,93,72,72
2060,Rick Karsdorp,78,RB,Normal,700,2,4,H \ M,87,63,72,74,73,78,"182cm | 6'0""",35,447,2072,65,65,74,RB,87,68,53
2061,Lucas Tousart,78,CDM,Normal,700,2,3,M \ H,69,55,68,71,76,84,"185cm | 6'1""",6,423,1973,64,68,72,CDM,69,71,42
2062,Christian Pulisic,78,RM,Normal,1.2K,4,4,M \ M,91,68,70,83,33,56,"172cm | 5'8""",16,401,1891,91,92,28,RM,89,76,71
2063,José Sosa,78,CM,Normal,750,3,4,M \ M,71,70,80,81,58,68,"179cm | 5'10""",5,428,2088,75,77,52,CM,75,82,62
2064,Matías Fernández,78,CM,Normal,700,5,4,M \ M,76,70,79,86,56,59,"178cm | 5'10""",5,426,2066,79,81,52,CM,73,78,62
2065,Jefferson Montero,78,LM,Normal,10K,4,3,H \ H,90,68,73,81,31,65,"169cm | 5'7""",2,408,1916,84,85,24,LM,90,73,65
2066,Alfred N'Diaye,78,CDM,Normal,1.4K,2,3,M \ H,72,54,64,67,76,86,"187cm | 6'2""",2,419,1873,60,57,75,CDM,76,61,46
2067,Blerim Džemaili,78,CM,Normal,700,3,4,H \ M,66,75,76,76,67,75,"179cm | 5'10""",1,435,2115,67,67,64,CM,65,77,69
2068,Alan Ruiz,78,ST,Normal,700,4,2,M \ L,62,81,80,83,34,68,"183cm | 6'0""",2,408,1979,72,72,29,ST,63,83,77
2069,Miguel Layún,78,LB,Normal,7.3K,3,5,H \ H,78,72,75,76,74,71,"179cm | 5'10""",1,446,2147,74,78,72,LB,78,71,67
2070,Eric Maxim Choupo-Moting,78,LM,Normal,950,4,4,M \ L,77,74,70,82,36,74,"191cm | 6'3""",1,413,1930,76,66,26,LM,78,67,76
2071,Aaron Mooy,78,CM,Normal,1K,3,4,M \ M,69,72,77,75,67,77,"174cm | 5'9""",11,437,2090,71,73,61,CM,70,80,70
2072,James Tarkowski,78,CB,Normal,750,2,4,M \ M,64,43,63,64,78,79,"191cm | 6'3""",4,391,1842,62,60,76,CB,64,53,36
2073,Jirí Pavlenka,78,GK,Normal,700,1,3,M \ M,82,74,67,81,30,76,"196cm | 6'5""",8,410,662,39,27,6,GK,33,25,16
2074,Cristian Tello,78,RM,Normal,700,3,4,M \ L,91,73,71,81,28,59,"178cm | 5'10""",2,403,1877,84,75,20,RM,91,69,70
2075,Gabriel Mercado,78,CB,Normal,750,2,3,M \ M,77,56,66,63,78,81,"180cm | 5'11""",1,421,1937,57,53,75,CB,77,61,53
2076,Odriozola,78,RB,Normal,1.7K,2,3,H \ M,84,49,67,66,74,64,"178cm | 5'10""",4,404,1871,74,59,72,RB,86,36,52
2077,Yimmi Chará,78,RM,Normal,1.2K,4,4,H \ M,92,73,68,79,48,71,"165cm | 5'5""",7,431,1984,95,95,30,RM,91,74,79
2078,Enner Valencia,78,ST,Normal,700,3,3,H \ M,87,77,67,76,43,74,"174cm | 5'9""",3,424,2011,78,76,37,ST,87,62,75
2079,Cristiano Piccini,78,RB,Normal,1.7K,3,2,H \ M,76,41,66,74,78,80,"189cm | 6'2""",3,415,1899,61,61,79,RB,76,55,25
2080,Josef Martínez,78,ST,Normal,700,3,4,H \ M,89,74,63,82,26,73,"170cm | 5'7""",0,407,1906,91,89,24,ST,89,66,79
2081,Ryan Babel,78,LM,Normal,750,4,4,M \ L,81,78,70,79,34,72,"185cm | 6'1""",2,414,1954,77,74,33,LM,79,70,70
2082,Avilés Hurtado,78,LW,Normal,750,3,4,M \ M,91,75,72,79,46,71,"171cm | 5'7""",1,434,2032,91,79,35,LW,91,73,78
2083,Alexandr Selikhov,78,GK,Normal,700,1,4,M \ M,79,81,78,75,39,77,"190cm | 6'3""",2,429,879,35,46,16,GK,64,58,13
2084,David Neres,78,RW,Normal,1.2K,4,3,M \ M,87,72,69,83,34,63,"175cm | 5'9""",8,408,1897,85,89,28,RW,85,75,75
2085,Carlos Tévez,78,CAM,Normal,700,3,3,M \ L,72,78,74,78,44,74,"171cm | 5'7""",4,420,2018,76,75,39,CAM,70,77,79
2086,M'Baye Niang,78,LW,Normal,700,4,4,H \ M,89,75,69,81,26,67,"184cm | 6'0""",6,407,1907,83,65,16,LW,92,75,70
2087,Takashi Inui,78,LM,Normal,700,3,3,M \ M,83,69,73,86,37,58,"169cm | 5'7""",5,406,1925,94,93,30,LM,79,74,68
2088,Divock Origi,78,ST,Normal,750,4,3,H \ M,83,76,68,75,31,77,"185cm | 6'1""",3,410,1881,75,61,30,ST,84,71,79
2089,Odriozola,78,RB,Normal,850,2,3,H \ M,84,49,67,66,74,64,"178cm | 5'10""",11,404,1871,74,59,72,RB,86,36,52
2090,Miguel Layún,78,RB,Normal,4.9K,3,5,H \ H,78,72,75,76,74,71,"179cm | 5'10""",2,446,2147,74,78,72,RB,78,71,67
2091,Mitchell Weiser,78,RB,Normal,900,4,4,H \ M,84,62,75,83,72,70,"176cm | 5'9""",3,446,2090,85,78,68,RB,84,79,63
2092,Alfred N'Diaye,78,CDM,Normal,700,2,3,M \ H,72,54,64,67,76,86,"187cm | 6'2""",5,419,-,,,,CDM,,,
2093,Kwadwo Asamoah,78,LB,Normal,850,4,3,H \ H,77,68,77,82,75,74,"173cm | 5'8""",-2,453,2197,85,85,72,LB,76,76,55
2094,Ander Capa Rodríguez,78,RB,Normal,900,4,4,H \ H,86,63,69,76,72,84,"173cm | 5'8""",2,450,2091,76,86,69,RB,87,72,56
2095,Jefferson Montero,78,LM,Normal,900,4,3,H \ H,90,68,73,81,31,65,"169cm | 5'7""",2,408,-,,,,LM,,,
2096,Borja González Tomás,78,ST,Normal,2.1K,2,4,M \ L,62,78,59,71,28,74,"191cm | 6'3""",-1,372,1762,62,39,14,ST,66,65,78
2097,Raúl Bobadilla,78,ST,Normal,700,3,3,H \ M,73,77,70,78,37,86,"181cm | 5'11""",1,421,2019,66,77,21,ST,76,64,77
2098,Mohamed Elyounoussi,78,LM,Normal,800,5,4,H \ M,85,71,76,79,39,65,"178cm | 5'10""",10,415,1990,86,83,39,LM,82,73,69
2099,Guido Pizarro,78,CDM,Normal,700,2,3,M \ H,60,62,71,70,74,84,"186cm | 6'1""",3,421,2006,61,54,72,CDM,56,71,59
2100,Sung Yueng Ki,78,CM,Normal,700,3,4,M \ H,65,74,81,75,62,70,"186cm | 6'1""",5,427,2068,70,59,55,CM,68,81,72
2101,Wahbi Khazri,78,LM,Normal,900,3,4,H \ M,76,78,76,78,43,68,"182cm | 6'0""",-1,419,1999,80,67,26,LM,77,77,77
2102,Clément Lenglet,78,CB,Normal,900,2,4,M \ H,73,33,52,56,78,75,"186cm | 6'1""",10,367,1663,50,53,78,CB,73,32,23
2103,Miguel Layún,78,RB,Normal,800,3,5,H \ H,78,72,75,76,74,71,"179cm | 5'10""",6,446,2147,74,78,72,RB,78,71,67
2104,Borja González Tomás,78,ST,Normal,700,2,4,M \ L,62,78,59,71,28,74,"191cm | 6'3""",3,372,1762,62,39,14,ST,66,65,78
2105,Duván Zapata,78,ST,Normal,700,2,4,M \ M,73,77,52,72,27,78,"186cm | 6'1""",5,379,1774,64,58,20,ST,76,47,81
2106,Bruno Alves,78,CB,Normal,750,2,3,M \ M,56,69,68,69,75,85,"189cm | 6'2""",1,422,2084,68,63,78,CB,52,58,62
2107,Cristiano Piccini,78,RB,Normal,1K,3,2,H \ M,76,41,66,74,78,80,"189cm | 6'2""",0,415,1899,61,61,79,RB,76,55,25
2108,Wahbi Khazri,78,LM,Normal,700,3,4,H \ M,76,78,76,78,43,68,"182cm | 6'0""",1,419,1999,80,67,26,LM,77,77,77
2109,Keisuke Honda,78,RM,Normal,1K,4,3,M \ H,76,71,81,82,48,66,"182cm | 5'12""",0,424,2092,75,77,44,RM,76,81,60
2110,Alfred N'Diaye,78,CDM,Normal,700,2,3,M \ H,72,54,64,67,76,86,"187cm | 6'2""",3,419,-,,,,CDM,,,
2111,Jelle Van Damme,77,CB,Normal,800,2,3,H \ H,64,61,67,64,72,92,"191cm | 6'3""",3,420,2002,59,38,72,CB,69,67,50
2112,Diego Benaglio,77,GK,Normal,700,1,3,M \ M,76,80,61,73,42,79,"194cm | 6'4""",4,411,891,44,47,10,GK,44,37,12
2113,Cyril Théréau,77,LW,Normal,700,3,4,H \ M,72,78,71,77,27,71,"189cm | 6'2""",1,396,1905,67,58,16,LW,77,79,81
